date,index,nav,outstanding
"May 13, 2010",1920.76,116.41,197700000.00
"May 12, 2010",1944.25,117.83,195450000.00
"May 11, 2010",1917.25,116.19,197200000.00
"May 10, 2010",1923.39,116.56,194850000.00
"May 07, 2010",1842.32,111.66,194550000.00
"May 06, 2010",1870.95,113.39,194550000.00
"May 05, 2010",1933.25,117.16,193950000.00
"May 04, 2010",1945.37,117.90,194450000.00
"May 03, 2010",1992.87,120.77,193900000.00
"Apr 30, 2010",1967.05,119.21,193950000.00
"Apr 29, 2010",2000.34,121.23,193500000.00
"Apr 28, 2010",1974.63,119.67,194150000.00
"Apr 27, 2010",1961.60,118.88,194500000.00
"Apr 26, 2010",2008.55,121.72,193250000.00
"Apr 23, 2010",2017.19,122.25,193500000.00
"Apr 22, 2010",2002.93,121.39,193400000.00
"Apr 21, 2010",1998.31,121.11,193100000.00
"Apr 20, 2010",2000.33,121.23,192100000.00
"Apr 19, 2010",1984.32,120.26,191900000.00
"Apr 16, 2010",1975.36,119.72,193150000.00
"Apr 15, 2010",2007.74,121.68,193150000.00
"Apr 14, 2010",2006.06,121.58,193450000.00
"Apr 13, 2010",1983.91,120.24,194450000.00
"Apr 12, 2010",1982.40,120.15,194600000.00
"Apr 09, 2010",1978.86,119.93,195000000.00
"Apr 08, 2010",1965.72,119.14,195550000.00
"Apr 07, 2010",1959.04,118.74,195400000.00
"Apr 06, 2010",1969.76,119.38,194250000.00
"Apr 05, 2010",1966.44,119.18,194250000.00
"Apr 01, 2010",1950.91,118.24,194100000.00
"Mar 31, 2010",1936.48,117.37,195250000.00
"Mar 30, 2010",1942.81,117.76,195600000.00
"Mar 29, 2010",1942.51,117.74,195200000.00
"Mar 26, 2010",1931.18,117.05,194800000.00
"Mar 25, 2010",1929.75,116.97,194550000.00
"Mar 24, 2010",1933.04,117.66,198850000.00
"Mar 23, 2010",1943.70,118.31,198900000.00
"Mar 22, 2010",1929.64,117.46,198900000.00
"Mar 19, 2010",1919.80,116.86,199300000.00
"Mar 18, 2010",1929.63,117.46,197250000.00
"Mar 17, 2010",1930.22,117.49,196800000.00
"Mar 16, 2010",1919.02,116.81,197000000.00
"Mar 15, 2010",1904.19,115.91,196500000.00
"Mar 12, 2010",1903.29,115.86,196500000.00
"Mar 11, 2010",1903.68,115.88,196550000.00
"Mar 10, 2010",1895.38,115.38,196550000.00
"Mar 09, 2010",1886.60,114.84,195900000.00
"Mar 08, 2010",1883.29,114.64,196100000.00
"Mar 05, 2010",1883.28,114.64,196100000.00
"Mar 04, 2010",1857.20,113.06,196300000.00
"Mar 03, 2010",1850.24,112.63,196600000.00
"Mar 02, 2010",1849.17,112.57,196600000.00
"Mar 01, 2010",1844.87,112.31,196600000.00
"Feb 26, 2010",1826.27,111.18,196550000.00
"Feb 25, 2010",1823.64,111.02,196550000.00
"Feb 24, 2010",1826.99,111.22,196550000.00
"Feb 23, 2010",1809.05,110.13,196200000.00
"Feb 22, 2010",1831.21,111.48,195650000.00
"Feb 19, 2010",1833.09,111.59,195500000.00
"Feb 18, 2010",1828.81,111.34,194850000.00
"Feb 17, 2010",1816.70,110.60,195750000.00
"Feb 16, 2010",1808.72,110.11,195350000.00
"Feb 12, 2010",1776.50,108.15,195500000.00
"Feb 11, 2010",1781.01,108.42,195500000.00
"Feb 10, 2010",1763.69,107.37,195500000.00
"Feb 09, 2010",1767.18,107.58,194950000.00
"Feb 08, 2010",1744.37,106.20,195050000.00
"Feb 05, 2010",1759.38,107.11,193850000.00
"Feb 04, 2010",1754.30,106.80,193600000.00
"Feb 03, 2010",1810.64,110.23,193500000.00
"Feb 02, 2010",1819.99,110.79,193900000.00
"Feb 01, 2010",1796.67,109.38,193300000.00
"Jan 29, 2010",1771.40,107.84,193450000.00
"Jan 28, 2010",1788.97,108.91,193350000.00
"Jan 27, 2010",1810.21,110.20,193500000.00
"Jan 26, 2010",1801.34,109.66,192950000.00
"Jan 25, 2010",1808.93,110.12,192900000.00
"Jan 22, 2010",1800.61,109.62,192900000.00
"Jan 21, 2010",1841.39,112.09,193700000.00
"Jan 20, 2010",1876.90,114.25,194200000.00
"Jan 19, 2010",1896.72,115.46,193850000.00
"Jan 15, 2010",1873.30,114.03,194600000.00
"Jan 14, 2010",1893.72,115.28,194600000.00
"Jan 13, 2010",1889.10,114.99,194300000.00
"Jan 12, 2010",1873.32,114.04,195650000.00
"Jan 11, 2010",1891.06,115.11,194450000.00
"Jan 08, 2010",1887.77,114.91,194750000.00
"Jan 07, 2010",1882.34,114.58,194750000.00
"Jan 06, 2010",1874.73,114.12,194700000.00
"Jan 05, 2010",1872.90,114.01,194700000.00
"Jan 04, 2010",1867.06,113.66,195100000.00
"Dec 31, 2009",1837.50,111.86,194250000.00
"Dec 30, 2009",1856.14,112.99,193550000.00
"Dec 29, 2009",1855.61,112.96,193550000.00
"Dec 28, 2009",1857.89,113.10,193850000.00
"Dec 24, 2009",1855.50,112.95,193850000.00
"Dec 23, 2009",1845.80,112.96,197250000.00
"Dec 22, 2009",1841.17,112.67,196850000.00
"Dec 21, 2009",1834.59,112.27,197050000.00
"Dec 18, 2009",1815.50,111.11,194000000.00
"Dec 17, 2009",1804.96,110.46,194800000.00
"Dec 16, 2009",1826.45,111.78,194050000.00
"Dec 15, 2009",1824.37,111.65,193900000.00
"Dec 14, 2009",1834.55,112.27,193200000.00
"Dec 11, 2009",1821.80,111.49,191950000.00
"Dec 10, 2009",1814.81,111.07,190500000.00
"Dec 09, 2009",1804.10,110.41,192850000.00
"Dec 08, 2009",1797.31,110.00,192600000.00
"Dec 07, 2009",1815.70,111.12,192600000.00
"Dec 04, 2009",1820.11,111.39,192450000.00
"Dec 03, 2009",1810.13,110.78,192100000.00
"Dec 02, 2009",1825.40,111.71,192400000.00
"Dec 01, 2009",1824.54,111.66,191950000.00
"Nov 30, 2009",1802.68,110.33,191950000.00
"Nov 27, 2009",1795.70,109.90,192250000.00
"Nov 25, 2009",1826.74,111.80,193100000.00
"Nov 24, 2009",1818.31,111.29,192750000.00
"Nov 23, 2009",1819.17,111.34,192850000.00
"Nov 20, 2009",1794.65,109.84,193300000.00
"Nov 19, 2009",1800.12,110.17,193900000.00
"Nov 18, 2009",1824.61,111.67,194250000.00
"Nov 17, 2009",1825.18,111.71,194250000.00
"Nov 16, 2009",1823.29,111.59,193800000.00
"Nov 13, 2009",1796.93,109.98,193750000.00
"Nov 12, 2009",1786.66,109.35,193750000.00
"Nov 11, 2009",1804.93,110.47,193350000.00
"Nov 10, 2009",1795.90,109.92,192950000.00
"Nov 09, 2009",1795.56,109.90,192650000.00
"Nov 06, 2009",1756.07,107.49,192950000.00
"Nov 05, 2009",1751.45,107.20,192350000.00
"Nov 04, 2009",1718.21,105.17,192400000.00
"Nov 03, 2009",1715.81,105.03,192650000.00
"Nov 02, 2009",1711.65,104.77,192600000.00
"Oct 30, 2009",1700.67,104.10,192650000.00
"Oct 29, 2009",1749.76,107.10,192850000.00
"Oct 28, 2009",1711.09,104.74,192750000.00
"Oct 27, 2009",1744.95,106.81,191200000.00
"Oct 26, 2009",1750.75,107.16,191150000.00
"Oct 23, 2009",1771.50,108.43,192050000.00
"Oct 22, 2009",1793.34,109.77,192150000.00
"Oct 21, 2009",1774.33,108.61,192100000.00
"Oct 20, 2009",1789.93,109.56,194100000.00
"Oct 19, 2009",1801.12,110.24,193400000.00
"Oct 16, 2009",1784.35,109.22,193550000.00
"Oct 15, 2009",1798.91,110.11,193950000.00
"Oct 14, 2009",1791.47,109.65,193850000.00
"Oct 13, 2009",1760.51,107.76,192500000.00
"Oct 12, 2009",1765.31,108.06,192500000.00
"Oct 09, 2009",1757.60,107.59,192250000.00
"Oct 08, 2009",1747.70,106.98,192250000.00
"Oct 07, 2009",1734.74,106.19,192600000.00
"Oct 06, 2009",1729.14,105.85,192800000.00
"Oct 05, 2009",1705.73,104.42,192900000.00
"Oct 02, 2009",1680.70,102.89,192550000.00
"Oct 01, 2009",1688.24,103.35,193200000.00
"Sep 30, 2009",1732.86,106.08,192700000.00
"Sep 29, 2009",1738.48,106.42,192700000.00
"Sep 28, 2009",1742.32,106.65,191300000.00
"Sep 25, 2009",1711.53,104.77,191200000.00
"Sep 24, 2009",1722.02,105.42,191200000.00
"Sep 23, 2009",1738.32,106.41,190600000.00
"Sep 22, 2009",1755.99,108.02,190200000.00
"Sep 21, 2009",1744.47,107.31,197150000.00
"Sep 18, 2009",1750.43,107.68,197150000.00
"Sep 17, 2009",1745.80,107.39,197150000.00
"Sep 16, 2009",1750.91,107.70,197150000.00
"Sep 15, 2009",1724.45,106.08,197150000.00
"Sep 14, 2009",1719.04,105.75,192450000.00
"Sep 11, 2009",1708.19,105.08,192450000.00
"Sep 10, 2009",1710.14,105.20,192450000.00
"Sep 09, 2009",1692.48,104.12,192450000.00
"Sep 08, 2009",1679.32,103.31,192500000.00
"Sep 04, 2009",1664.34,102.39,192500000.00
"Sep 03, 2009",1642.68,101.06,192800000.00
"Sep 02, 2009",1628.66,100.20,192800000.00
"Sep 01, 2009",1633.63,100.51,192800000.00
"Aug 31, 2009",1670.52,102.77,192800000.00
"Aug 28, 2009",1684.05,103.60,192750000.00
"Aug 27, 2009",1687.16,103.79,192750000.00
"Aug 26, 2009",1682.29,103.49,192750000.00
"Aug 25, 2009",1681.92,103.47,192450000.00
"Aug 24, 2009",1677.94,103.23,192400000.00
"Aug 21, 2009",1678.84,103.28,192400000.00
"Aug 20, 2009",1647.85,101.38,189400000.00
"Aug 19, 2009",1629.92,100.28,189400000.00
"Aug 18, 2009",1618.60,99.58,188400000.00
"Aug 17, 2009",1602.06,98.57,187800000.00
"Aug 14, 2009",1641.54,100.99,187200000.00
"Aug 13, 2009",1655.66,101.86,187300000.00
"Aug 12, 2009",1644.23,101.16,184450000.00
"Aug 11, 2009",1624.91,99.97,184450000.00
"Aug 10, 2009",1645.26,101.22,184400000.00
"Aug 07, 2009",1650.73,101.56,184500000.00
"Aug 06, 2009",1628.82,100.21,184100000.00
"Aug 05, 2009",1637.81,100.77,184050000.00
"Aug 04, 2009",1642.03,101.02,184050000.00
"Aug 03, 2009",1637.06,100.72,183100000.00
"Jul 31, 2009",1612.31,99.20,183000000.00
"Jul 30, 2009",1611.14,99.13,183000000.00
"Jul 29, 2009",1592.00,97.95,187800000.00
"Jul 28, 2009",1599.09,98.39,187250000.00
"Jul 27, 2009",1603.26,98.64,185700000.00
"Jul 24, 2009",1598.50,98.35,183800000.00
"Jul 23, 2009",1593.65,98.05,183650000.00
"Jul 22, 2009",1557.37,95.83,183100000.00
"Jul 21, 2009",1557.91,95.86,185900000.00
"Jul 20, 2009",1552.26,95.51,185950000.00
"Jul 17, 2009",1534.70,94.43,185950000.00
"Jul 16, 2009",1535.30,94.47,185850000.00
"Jul 15, 2009",1522.09,93.66,189150000.00
"Jul 14, 2009",1478.24,90.97,192850000.00
"Jul 13, 2009",1470.43,90.49,192800000.00
"Jul 10, 2009",1434.50,88.28,192800000.00
"Jul 09, 2009",1440.30,88.64,195700000.00
"Jul 08, 2009",1435.20,88.32,195700000.00
"Jul 07, 2009",1436.74,88.42,194650000.00
"Jul 06, 2009",1465.58,90.19,194550000.00
"Jul 02, 2009",1461.80,89.96,195550000.00
"Jul 01, 2009",1505.64,92.65,198950000.00
"Jun 30, 2009",1498.94,92.24,198800000.00
"Jun 29, 2009",1511.70,93.02,198700000.00
"Jun 26, 2009",1498.08,92.19,198450000.00
"Jun 25, 2009",1499.98,92.30,198150000.00
"Jun 24, 2009",1468.48,90.37,197450000.00
"Jun 23, 2009",1458.92,89.78,201400000.00
"Jun 22, 2009",1455.54,90.05,201000000.00
"Jun 19, 2009",1501.25,92.87,200250000.00
"Jun 18, 2009",1496.59,92.59,200350000.00
"Jun 17, 2009",1483.90,91.80,199150000.00
"Jun 16, 2009",1485.92,91.92,198750000.00
"Jun 15, 2009",1505.06,93.10,198300000.00
"Jun 12, 2009",1541.70,95.36,198300000.00
"Jun 11, 2009",1539.50,95.22,197800000.00
"Jun 10, 2009",1529.76,94.62,199150000.00
"Jun 09, 2009",1535.03,94.95,197500000.00
"Jun 08, 2009",1529.59,94.61,197500000.00
"Jun 05, 2009",1530.82,94.69,195350000.00
"Jun 04, 2009",1534.59,94.92,193250000.00
"Jun 03, 2009",1516.88,93.83,194150000.00
"Jun 02, 2009",1537.69,95.11,192000000.00
"Jun 01, 2009",1534.65,94.92,192000000.00
"May 29, 2009",1495.97,92.53,191200000.00
"May 28, 2009",1475.94,91.30,191200000.00
"May 27, 2009",1453.28,89.90,191050000.00
"May 26, 2009",1481.10,91.61,190100000.00
"May 22, 2009",1443.14,89.27,189550000.00
"May 21, 2009",1445.28,89.41,189650000.00
"May 20, 2009",1469.47,90.90,189650000.00
"May 19, 2009",1476.94,91.36,189400000.00
"May 18, 2009",1479.24,91.50,189400000.00
"May 15, 2009",1435.48,88.80,189400000.00
"May 14, 2009",1451.79,89.81,189500000.00
"May 13, 2009",1436.74,88.88,189500000.00
"May 12, 2009",1475.83,91.29,189250000.00
"May 11, 2009",1477.20,91.37,189250000.00
"May 08, 2009",1509.14,93.35,189250000.00
"May 07, 2009",1473.66,91.16,187600000.00
"May 06, 2009",1493.31,92.37,186500000.00
"May 05, 2009",1467.25,90.76,187100000.00
"May 04, 2009",1472.64,91.09,187100000.00
"May 01, 2009",1424.41,88.11,187100000.00
"Apr 30, 2009",1416.73,87.64,186900000.00
"Apr 29, 2009",1417.99,87.72,186900000.00
"Apr 28, 2009",1387.82,85.85,187000000.00
"Apr 27, 2009",1391.58,86.08,187000000.00
"Apr 24, 2009",1405.74,86.96,186550000.00
"Apr 23, 2009",1382.52,85.52,186550000.00
"Apr 22, 2009",1368.92,84.69,187150000.00
"Apr 21, 2009",1379.22,85.32,187250000.00
"Apr 20, 2009",1350.52,83.55,187250000.00
"Apr 17, 2009",1410.85,87.27,187100000.00
"Apr 16, 2009",1403.89,86.84,187100000.00
"Apr 15, 2009",1382.36,85.51,186750000.00
"Apr 14, 2009",1365.20,84.46,186750000.00
"Apr 13, 2009",1393.13,86.18,186750000.00
"Apr 09, 2009",1389.49,85.95,187050000.00
"Apr 08, 2009",1338.53,82.81,187000000.00
"Apr 07, 2009",1322.91,81.84,186900000.00
"Apr 06, 2009",1354.36,83.78,185100000.00
"Apr 03, 2009",1365.66,84.48,185100000.00
"Apr 02, 2009",1352.47,83.67,184300000.00
"Apr 01, 2009",1314.63,81.33,184300000.00
"Mar 31, 2009",1292.98,80.00,183300000.00
"Mar 30, 2009",1276.22,78.96,183300000.00
"Mar 27, 2009",1322.19,81.79,183150000.00
"Mar 26, 2009",1349.37,83.47,183150000.00
"Mar 25, 2009",1318.61,81.57,183150000.00
"Mar 24, 2009",1306.03,81.37,183150000.00
"Mar 23, 2009",1333.21,83.03,183250000.00
"Mar 20, 2009",1244.85,77.55,183250000.00
"Mar 19, 2009",1269.93,79.10,182300000.00
"Mar 18, 2009",1286.62,80.14,181800000.00
"Mar 17, 2009",1260.29,78.51,180800000.00
"Mar 16, 2009",1221.03,76.07,179450000.00
"Mar 13, 2009",1225.32,76.33,179200000.00
"Mar 12, 2009",1215.87,75.75,179500000.00
"Mar 11, 2009",1168.07,72.78,179450000.00
"Mar 10, 2009",1164.83,72.58,179450000.00
"Mar 09, 2009",1095.04,68.24,179600000.00
"Mar 06, 2009",1106.00,68.92,176100000.00
"Mar 05, 2009",1104.38,68.82,174950000.00
"Mar 04, 2009",1153.35,71.86,174950000.00
"Mar 03, 2009",1126.18,70.18,174750000.00
"Mar 02, 2009",1133.43,70.63,174850000.00
"Feb 27, 2009",1188.84,74.07,174850000.00
"Feb 26, 2009",1217.49,75.85,175850000.00
"Feb 25, 2009",1236.74,77.04,175950000.00
"Feb 24, 2009",1249.76,77.85,175850000.00
"Feb 23, 2009",1201.56,74.86,175950000.00
"Feb 20, 2009",1244.72,77.54,176900000.00
"Feb 19, 2009",1258.82,78.41,177000000.00
"Feb 18, 2009",1273.29,79.31,175100000.00
"Feb 17, 2009",1274.26,79.37,175100000.00
"Feb 13, 2009",1334.83,83.13,175250000.00
"Feb 12, 2009",1348.15,83.96,175250000.00
"Feb 11, 2009",1345.50,83.80,174900000.00
"Feb 10, 2009",1334.30,83.10,175100000.00
"Feb 09, 2009",1403.19,87.38,175400000.00
"Feb 06, 2009",1401.06,87.25,175550000.00
"Feb 05, 2009",1363.82,84.93,175750000.00
"Feb 04, 2009",1341.77,83.56,175750000.00
"Feb 03, 2009",1350.88,84.13,176050000.00
"Feb 02, 2009",1329.81,82.82,176150000.00
"Jan 30, 2009",1330.51,82.86,176150000.00
"Jan 29, 2009",1361.54,84.79,175950000.00
"Jan 28, 2009",1408.07,87.69,176050000.00
"Jan 27, 2009",1362.18,84.84,175850000.00
"Jan 26, 2009",1347.47,83.92,175850000.00
"Jan 23, 2009",1340.02,83.46,175850000.00
"Jan 22, 2009",1332.84,83.01,175850000.00
"Jan 21, 2009",1353.33,84.29,175650000.00
"Jan 20, 2009",1296.63,80.77,175800000.00
"Jan 16, 2009",1368.92,85.26,173250000.00
"Jan 15, 2009",1358.64,84.62,173250000.00
"Jan 14, 2009",1356.79,84.50,173050000.00
"Jan 13, 2009",1403.63,87.41,173050000.00
"Jan 12, 2009",1401.07,87.25,173050000.00
"Jan 09, 2009",1433.41,89.26,173050000.00
"Jan 08, 2009",1464.60,91.20,173050000.00
"Jan 07, 2009",1459.58,90.89,173200000.00
"Jan 06, 2009",1503.87,93.64,172200000.00
"Jan 05, 2009",1492.21,92.91,172500000.00
"Jan 02, 2009",1499.17,93.35,173000000.00
"Dec 31, 2008",1452.98,90.48,173000000.00
"Dec 30, 2008",1432.65,89.22,173300000.00
"Dec 29, 2008",1398.25,87.06,172750000.00
"Dec 26, 2008",1403.22,87.37,172750000.00
"Dec 24, 2008",1395.76,86.91,172750000.00
"Dec 23, 2008",1387.08,87.03,168600000.00
"Dec 22, 2008",1400.42,87.87,169200000.00
"Dec 19, 2008",1426.39,89.49,169200000.00
"Dec 18, 2008",1422.19,89.23,169200000.00
"Dec 17, 2008",1452.88,91.15,168100000.00
"Dec 16, 2008",1466.87,92.02,168350000.00
"Dec 15, 2008",1395.21,87.54,166350000.00
"Dec 12, 2008",1413.07,88.66,166350000.00
"Dec 11, 2008",1403.20,88.04,166350000.00
"Dec 10, 2008",1444.00,90.59,165150000.00
"Dec 09, 2008",1426.88,89.52,163550000.00
"Dec 08, 2008",1460.60,91.63,163550000.00
"Dec 05, 2008",1406.36,88.24,163550000.00
"Dec 04, 2008",1356.81,85.14,163200000.00
"Dec 03, 2008",1397.72,87.70,161900000.00
"Dec 02, 2008",1361.79,85.45,162350000.00
"Dec 01, 2008",1309.39,82.18,162600000.00
"Nov 28, 2008",1437.68,90.19,162700000.00
"Nov 26, 2008",1423.90,89.33,162650000.00
"Nov 25, 2008",1374.79,86.26,162050000.00
"Nov 24, 2008",1365.63,85.69,162400000.00
"Nov 21, 2008",1282.59,80.50,160150000.00
"Nov 20, 2008",1206.04,75.71,158050000.00
"Nov 19, 2008",1292.76,81.14,156550000.00
"Nov 18, 2008",1376.81,86.39,155200000.00
"Nov 17, 2008",1363.14,85.53,155000000.00
"Nov 14, 2008",1399.20,87.78,154350000.00
"Nov 13, 2008",1459.82,91.58,155050000.00
"Nov 12, 2008",1365.15,85.65,155150000.00
"Nov 11, 2008",1439.22,90.28,154100000.00
"Nov 10, 2008",1471.64,92.31,153950000.00
"Nov 07, 2008",1490.31,93.48,153950000.00
"Nov 06, 2008",1448.01,90.84,154150000.00
"Nov 05, 2008",1524.21,95.61,152800000.00
"Nov 04, 2008",1608.00,100.86,153250000.00
"Nov 03, 2008",1544.91,96.90,151950000.00
"Oct 31, 2008",1548.81,97.15,151950000.00
"Oct 30, 2008",1525.37,95.68,152400000.00
"Oct 29, 2008",1486.73,93.26,152650000.00
"Oct 28, 2008",1503.16,94.29,152950000.00
"Oct 27, 2008",1356.78,85.13,152050000.00
"Oct 24, 2008",1401.29,87.91,151500000.00
"Oct 23, 2008",1451.37,91.05,151450000.00
"Oct 22, 2008",1433.22,89.91,153150000.00
"Oct 21, 2008",1526.02,95.72,153600000.00
"Oct 20, 2008",1574.50,98.76,152550000.00
"Oct 17, 2008",1502.84,94.27,150450000.00
"Oct 16, 2008",1512.21,94.86,150450000.00
"Oct 15, 2008",1450.50,91.00,150400000.00
"Oct 14, 2008",1594.41,100.01,144850000.00
"Oct 13, 2008",1602.93,100.54,145050000.00
"Oct 10, 2008",1436.56,90.12,145300000.00
"Oct 09, 2008",1453.52,91.19,145800000.00
"Oct 08, 2008",1573.34,98.69,144350000.00
"Oct 07, 2008",1590.51,99.76,144100000.00
"Oct 06, 2008",1687.34,105.82,142400000.00
"Oct 03, 2008",1754.91,110.05,143250000.00
"Oct 02, 2008",1778.90,111.55,143650000.00
"Oct 01, 2008",1853.26,116.21,143600000.00
"Sep 30, 2008",1861.44,116.72,143600000.00
"Sep 29, 2008",1765.72,110.74,142000000.00
"Sep 26, 2008",1935.79,121.37,141500000.00
"Sep 25, 2008",1929.24,120.96,140850000.00
"Sep 24, 2008",1892.05,119.31,140700000.00
"Sep 23, 2008",1895.78,119.55,140850000.00
"Sep 22, 2008",1925.85,121.44,140200000.00
"Sep 19, 2008",2002.32,126.25,140550000.00
"Sep 18, 2008",1924.85,121.37,140450000.00
"Sep 17, 2008",1844.31,116.30,139250000.00
"Sep 16, 2008",1935.49,122.04,139100000.00
"Sep 15, 2008",1902.17,119.95,138850000.00
"Sep 12, 2008",1996.25,125.87,138750000.00
"Sep 11, 2008",1992.00,125.60,138750000.00
"Sep 10, 2008",1964.25,123.86,139000000.00
"Sep 09, 2008",1952.14,123.09,137900000.00
"Sep 08, 2008",2021.13,127.43,137950000.00
"Sep 05, 2008",1980.18,124.86,137950000.00
"Sep 04, 2008",1971.37,124.31,137950000.00
"Sep 03, 2008",2032.13,128.12,138450000.00
"Sep 02, 2008",2035.24,128.32,137350000.00
"Aug 29, 2008",2043.53,128.84,137350000.00
"Aug 28, 2008",2071.86,130.62,135950000.00
"Aug 27, 2008",2041.24,128.70,135950000.00
"Aug 26, 2008",2024.72,127.66,135950000.00
"Aug 25, 2008",2017.27,127.19,136550000.00
"Aug 22, 2008",2057.64,129.73,136550000.00
"Aug 21, 2008",2034.35,128.27,136550000.00
"Aug 20, 2008",2029.15,127.94,136550000.00
"Aug 19, 2008",2016.52,127.14,136250000.00
"Aug 18, 2008",2035.30,128.33,136250000.00
"Aug 15, 2008",2066.36,130.28,136250000.00
"Aug 14, 2008",2057.72,129.74,136250000.00
"Aug 13, 2008",2046.35,129.02,135750000.00
"Aug 12, 2008",2051.66,129.35,133850000.00
"Aug 11, 2008",2076.59,130.92,133850000.00
"Aug 08, 2008",2061.77,129.99,133850000.00
"Aug 07, 2008",2013.66,126.96,133850000.00
"Aug 06, 2008",2050.23,129.26,133850000.00
"Aug 05, 2008",2042.44,128.77,133600000.00
"Aug 04, 2008",1985.23,125.17,134100000.00
"Aug 01, 2008",2003.16,126.30,134100000.00
"Jul 31, 2008",2014.39,127.01,133100000.00
"Jul 30, 2008",2040.81,128.67,133250000.00
"Jul 29, 2008",2007.21,126.56,133250000.00
"Jul 28, 2008",1961.23,123.66,133250000.00
"Jul 25, 2008",1998.41,126.00,133250000.00
"Jul 24, 2008",1990.09,125.48,132850000.00
"Jul 23, 2008",2037.15,128.44,131850000.00
"Jul 22, 2008",2028.91,127.92,132050000.00
"Jul 21, 2008",2001.86,126.22,131800000.00
"Jul 18, 2008",2002.88,126.29,130650000.00
"Jul 17, 2008",2002.30,126.25,130750000.00
"Jul 16, 2008",1978.47,124.75,130650000.00
"Jul 15, 2008",1929.85,121.69,129250000.00
"Jul 14, 2008",1951.08,123.02,129050000.00
"Jul 11, 2008",1968.86,124.14,128800000.00
"Jul 10, 2008",1990.78,125.52,128500000.00
"Jul 09, 2008",1976.97,124.65,129100000.00
"Jul 08, 2008",2022.83,127.54,133400000.00
"Jul 07, 2008",1988.09,125.35,133500000.00
"Jul 03, 2008",2004.87,126.41,132600000.00
"Jul 02, 2008",2002.64,126.27,131250000.00
"Jul 01, 2008",2039.66,128.60,131100000.00
"Jun 30, 2008",2031.47,128.09,130300000.00
"Jun 27, 2008",2028.89,127.92,126250000.00
"Jun 26, 2008",2036.40,128.40,127600000.00
"Jun 25, 2008",2097.36,132.23,127850000.00
"Jun 24, 2008",2085.08,131.46,127900000.00
"Jun 23, 2008",2090.94,132.46,127900000.00
"Jun 20, 2008",2090.81,132.45,126900000.00
"Jun 19, 2008",2130.30,134.95,129500000.00
"Jun 18, 2008",2121.78,134.41,125000000.00
"Jun 17, 2008",2142.55,135.73,123100000.00
"Jun 16, 2008",2157.14,136.65,123000000.00
"Jun 13, 2008",2156.96,136.64,122900000.00
"Jun 12, 2008",2124.94,134.61,122650000.00
"Jun 11, 2008",2117.84,134.16,122650000.00
"Jun 10, 2008",2153.77,136.44,122350000.00
"Jun 09, 2008",2159.03,136.77,123400000.00
"Jun 06, 2008",2157.24,136.66,123250000.00
"Jun 05, 2008",2225.74,140.99,121350000.00
"Jun 04, 2008",2183.01,138.29,121600000.00
"Jun 03, 2008",2182.65,138.27,121700000.00
"Jun 02, 2008",2195.27,139.07,119800000.00
"May 30, 2008",2218.50,140.54,118900000.00
"May 29, 2008",2215.12,140.32,118900000.00
"May 28, 2008",2203.10,139.56,120500000.00
"May 27, 2008",2193.98,138.98,119500000.00
"May 23, 2008",2179.05,138.04,120250000.00
"May 22, 2008",2208.20,139.88,120250000.00
"May 21, 2008",2202.02,139.50,120200000.00
"May 20, 2008",2237.79,141.76,122450000.00
"May 19, 2008",2258.74,143.08,122700000.00
"May 16, 2008",2256.63,142.95,128300000.00
"May 15, 2008",2253.76,142.77,128300000.00
"May 14, 2008",2229.74,141.25,128800000.00
"May 13, 2008",2220.46,140.66,128800000.00
"May 12, 2008",2220.81,140.68,130800000.00
"May 09, 2008",2196.54,139.15,130800000.00
"May 08, 2008",2210.95,140.06,129800000.00
"May 07, 2008",2202.77,139.54,132000000.00
"May 06, 2008",2242.47,142.06,133300000.00
"May 05, 2008",2225.37,140.97,134800000.00
"May 02, 2008",2235.30,141.60,134800000.00
"May 01, 2008",2228.09,141.15,136900000.00
"Apr 30, 2008",2190.13,138.75,137150000.00
"Apr 29, 2008",2198.50,139.28,137300000.00
"Apr 28, 2008",2207.02,139.82,137300000.00
"Apr 25, 2008",2209.25,139.96,138150000.00
"Apr 24, 2008",2194.96,139.05,138150000.00
"Apr 23, 2008",2180.91,138.16,138400000.00
"Apr 22, 2008",2174.59,137.77,138800000.00
"Apr 21, 2008",2193.87,138.99,130050000.00
"Apr 18, 2008",2197.24,139.20,129550000.00
"Apr 17, 2008",2158.08,136.72,129550000.00
"Apr 16, 2008",2156.67,136.63,129000000.00
"Apr 15, 2008",2108.59,133.59,128900000.00
"Apr 14, 2008",2098.92,132.98,129500000.00
"Apr 11, 2008",2106.01,133.43,129500000.00
"Apr 10, 2008",2149.67,136.19,129500000.00
"Apr 09, 2008",2139.99,135.58,128200000.00
"Apr 08, 2008",2157.28,136.67,127450000.00
"Apr 07, 2008",2167.61,137.33,124650000.00
"Apr 04, 2008",2164.21,137.11,124650000.00
"Apr 03, 2008",2162.46,137.00,124750000.00
"Apr 02, 2008",2159.63,136.83,124900000.00
"Apr 01, 2008",2163.38,137.06,124200000.00
"Mar 31, 2008",2088.42,132.33,124000000.00
"Mar 28, 2008",2076.56,131.58,122250000.00
"Mar 27, 2008",2093.11,132.62,120150000.00
"Mar 26, 2008",2116.93,134.13,119300000.00
"Mar 25, 2008",2135.54,135.31,132800000.00
"Mar 24, 2008",2130.62,135.69,132950000.00
