date,index,nav,outstanding
"Jan 07, 2016",3635.29,195.02,342500000.00
"Jan 06, 2016",3723.44,199.75,342500000.00
"Jan 05, 2016",3771.57,202.33,343050000.00
"Jan 04, 2016",3763.99,201.93,342700000.00
"Dec 31, 2015",3821.60,205.02,343150000.00
"Dec 30, 2015",3857.90,206.96,343150000.00
"Dec 29, 2015",3885.55,208.45,342850000.00
"Dec 28, 2015",3843.94,206.40,341400000.00
"Dec 24, 2015",3852.31,206.85,341150000.00
"Dec 23, 2015",3858.47,208.37,340050000.00
"Dec 22, 2015",3810.85,205.81,340200000.00
"Dec 21, 2015",3777.15,203.99,340250000.00
"Dec 18, 2015",3747.56,202.39,341050000.00
"Dec 17, 2015",3815.46,206.05,339550000.00
"Dec 16, 2015",3873.12,209.17,339300000.00
"Dec 15, 2015",3817.36,206.16,339150000.00
"Dec 14, 2015",3777.22,203.99,339150000.00
"Dec 11, 2015",3759.09,203.01,339550000.00
"Dec 10, 2015",3832.93,207.00,340050000.00
"Dec 09, 2015",3823.90,206.51,336650000.00
"Dec 08, 2015",3853.48,208.11,336250000.00
"Dec 07, 2015",3878.31,209.45,336100000.00
"Dec 04, 2015",3905.31,210.91,337300000.00
"Dec 03, 2015",3826.74,206.67,336850000.00
"Dec 02, 2015",3882.38,209.67,336450000.00
"Dec 01, 2015",3924.63,211.95,335850000.00
"Nov 30, 2015",3882.84,209.70,336050000.00
"Nov 27, 2015",3900.74,210.67,336150000.00
"Nov 25, 2015",3897.57,210.50,336150000.00
"Nov 24, 2015",3897.67,210.50,336150000.00
"Nov 23, 2015",3892.80,210.24,336000000.00
"Nov 20, 2015",3897.45,210.49,334900000.00
"Nov 19, 2015",3882.06,209.66,333550000.00
"Nov 18, 2015",3886.26,209.89,333100000.00
"Nov 17, 2015",3824.14,206.53,332950000.00
"Nov 16, 2015",3828.46,206.77,334600000.00
"Nov 13, 2015",3771.59,203.70,334550000.00
"Nov 12, 2015",3814.29,206.00,335050000.00
"Nov 11, 2015",3867.71,208.89,335150000.00
"Nov 10, 2015",3880.23,209.56,335900000.00
"Nov 09, 2015",3873.37,209.19,335800000.00
"Nov 06, 2015",3910.98,211.23,335800000.00
"Nov 05, 2015",3911.89,211.28,335800000.00
"Nov 04, 2015",3915.52,211.47,335700000.00
"Nov 03, 2015",3928.05,212.15,334600000.00
"Nov 02, 2015",3917.30,211.57,334400000.00
"Oct 30, 2015",3871.33,209.09,334400000.00
"Oct 29, 2015",3890.04,210.10,333850000.00
"Oct 28, 2015",3891.35,210.17,333700000.00
"Oct 27, 2015",3845.45,207.69,333550000.00
"Oct 26, 2015",3855.29,208.22,333350000.00
"Oct 23, 2015",3862.65,208.62,331800000.00
"Oct 22, 2015",3820.49,206.35,332250000.00
"Oct 21, 2015",3757.91,202.97,332600000.00
"Oct 20, 2015",3779.44,204.13,332600000.00
"Oct 19, 2015",3784.72,204.42,332750000.00
"Oct 16, 2015",3783.64,204.36,332750000.00
"Oct 15, 2015",3766.43,203.43,332700000.00
"Oct 14, 2015",3711.11,200.44,332650000.00
"Oct 13, 2015",3728.48,201.38,333450000.00
"Oct 12, 2015",3753.73,202.74,333400000.00
"Oct 09, 2015",3748.96,202.49,332450000.00
"Oct 08, 2015",3746.12,202.34,333250000.00
"Oct 07, 2015",3713.36,200.57,332450000.00
"Oct 06, 2015",3682.33,198.89,331550000.00
"Oct 05, 2015",3695.61,199.61,331550000.00
"Oct 02, 2015",3629.04,196.01,330850000.00
"Oct 01, 2015",3577.47,193.23,330850000.00
"Sep 30, 2015",3570.17,192.83,331100000.00
"Sep 29, 2015",3503.13,189.22,330450000.00
"Sep 28, 2015",3498.61,188.97,329050000.00
"Sep 25, 2015",3589.71,193.89,329200000.00
"Sep 24, 2015",3591.37,195.06,328950000.00
"Sep 23, 2015",3603.49,195.72,328950000.00
"Sep 22, 2015",3610.70,196.12,328950000.00
"Sep 21, 2015",3655.64,198.56,328950000.00
"Sep 18, 2015",3638.99,197.65,328950000.00
"Sep 17, 2015",3698.74,200.90,329550000.00
"Sep 16, 2015",3707.62,201.38,329200000.00
"Sep 15, 2015",3675.48,199.64,329900000.00
"Sep 14, 2015",3628.87,197.10,330400000.00
"Sep 11, 2015",3643.54,197.90,330400000.00
"Sep 10, 2015",3626.14,196.96,330250000.00
"Sep 09, 2015",3606.80,195.91,331550000.00
"Sep 08, 2015",3657.32,198.65,332500000.00
"Sep 04, 2015",3567.41,193.77,331850000.00
"Sep 03, 2015",3622.66,196.77,332750000.00
"Sep 02, 2015",3618.25,196.53,333050000.00
"Sep 01, 2015",3552.65,192.97,333350000.00
"Aug 31, 2015",3660.75,198.84,334500000.00
"Aug 28, 2015",3691.30,200.50,335200000.00
"Aug 27, 2015",3688.60,200.36,335100000.00
"Aug 26, 2015",3600.73,195.58,334300000.00
"Aug 25, 2015",3465.19,188.23,333850000.00
"Aug 24, 2015",3512.65,190.80,333900000.00
"Aug 21, 2015",3656.67,198.62,333400000.00
"Aug 20, 2015",3776.36,205.12,334000000.00
"Aug 19, 2015",3857.74,209.54,334000000.00
"Aug 18, 2015",3889.60,211.27,333900000.00
"Aug 17, 2015",3899.10,211.79,333900000.00
"Aug 14, 2015",3878.16,210.65,333150000.00
"Aug 13, 2015",3863.03,209.83,333150000.00
"Aug 12, 2015",3867.37,210.07,333150000.00
"Aug 11, 2015",3862.81,209.82,333150000.00
"Aug 10, 2015",3899.36,211.80,333150000.00
"Aug 07, 2015",3849.96,209.12,332750000.00
"Aug 06, 2015",3860.92,209.72,332750000.00
"Aug 05, 2015",3889.99,211.30,332300000.00
"Aug 04, 2015",3876.44,210.56,331800000.00
"Aug 03, 2015",3885.07,211.03,331800000.00
"Jul 31, 2015",3895.80,211.61,332100000.00
"Jul 30, 2015",3904.64,212.09,332100000.00
"Jul 29, 2015",3904.21,212.07,331750000.00
"Jul 28, 2015",3875.37,210.50,331750000.00
"Jul 27, 2015",3827.93,207.93,331750000.00
"Jul 24, 2015",3850.15,209.14,331100000.00
"Jul 23, 2015",3891.79,211.40,331500000.00
"Jul 22, 2015",3913.75,212.59,332150000.00
"Jul 21, 2015",3922.70,213.08,332900000.00
"Jul 20, 2015",3939.35,213.98,332900000.00
"Jul 17, 2015",3936.22,213.81,332400000.00
"Jul 16, 2015",3931.85,213.58,331550000.00
"Jul 15, 2015",3900.50,211.87,331550000.00
"Jul 14, 2015",3903.31,212.03,331150000.00
"Jul 13, 2015",3885.97,211.09,331150000.00
"Jul 10, 2015",3843.10,208.76,331350000.00
"Jul 09, 2015",3796.26,206.22,329850000.00
"Jul 08, 2015",3787.67,205.75,330250000.00
"Jul 07, 2015",3850.66,209.17,329050000.00
"Jul 06, 2015",3827.35,207.91,328700000.00
"Jul 02, 2015",3842.06,208.71,328700000.00
"Jul 01, 2015",3843.26,208.77,326950000.00
"Jun 30, 2015",3815.85,207.26,326650000.00
"Jun 29, 2015",3805.50,206.70,325400000.00
"Jun 26, 2015",3886.21,211.08,325400000.00
"Jun 25, 2015",3887.04,211.13,325500000.00
"Jun 24, 2015",3898.47,211.75,325500000.00
"Jun 23, 2015",3927.23,214.50,325750000.00
"Jun 22, 2015",3924.41,214.35,325350000.00
"Jun 19, 2015",3900.64,213.05,326050000.00
"Jun 18, 2015",3921.43,214.19,326050000.00
"Jun 17, 2015",3882.49,212.06,325750000.00
"Jun 16, 2015",3874.73,211.64,326750000.00
"Jun 15, 2015",3852.75,210.43,326850000.00
"Jun 12, 2015",3870.56,211.41,327400000.00
"Jun 11, 2015",3897.59,212.88,328550000.00
"Jun 10, 2015",3889.70,212.46,328100000.00
"Jun 09, 2015",3843.16,209.91,327850000.00
"Jun 08, 2015",3841.45,209.82,328650000.00
"Jun 05, 2015",3865.83,211.15,329150000.00
"Jun 04, 2015",3871.23,211.45,329250000.00
"Jun 03, 2015",3904.83,213.29,330000000.00
"Jun 02, 2015",3895.85,212.79,330650000.00
"Jun 01, 2015",3899.59,213.00,331500000.00
"May 29, 2015",3891.18,212.54,332100000.00
"May 28, 2015",3915.82,213.89,332100000.00
"May 27, 2015",3920.11,214.12,332400000.00
"May 26, 2015",3883.88,212.14,331800000.00
"May 22, 2015",3924.16,214.34,331800000.00
"May 21, 2015",3932.90,214.82,331800000.00
"May 20, 2015",3923.18,214.29,331800000.00
"May 19, 2015",3926.41,214.47,331650000.00
"May 18, 2015",3928.15,214.56,331250000.00
"May 15, 2015",3915.99,213.90,331650000.00
"May 14, 2015",3912.52,213.71,332000000.00
"May 13, 2015",3870.36,211.41,332350000.00
"May 12, 2015",3870.69,211.43,332350000.00
"May 11, 2015",3881.93,212.04,330950000.00
"May 08, 2015",3901.01,213.08,330650000.00
"May 07, 2015",3849.13,210.25,330650000.00
"May 06, 2015",3833.70,209.41,330750000.00
"May 05, 2015",3849.41,210.27,330750000.00
"May 04, 2015",3895.16,212.77,330750000.00
"May 01, 2015",3883.75,212.15,331150000.00
"Apr 30, 2015",3841.78,209.85,330600000.00
"Apr 29, 2015",3880.90,211.99,331050000.00
"Apr 28, 2015",3895.21,212.77,331250000.00
"Apr 27, 2015",3884.10,212.17,331350000.00
"Apr 24, 2015",3900.24,213.05,331350000.00
"Apr 23, 2015",3891.46,212.57,331350000.00
"Apr 22, 2015",3881.93,212.05,331600000.00
"Apr 21, 2015",3862.15,210.97,331350000.00
"Apr 20, 2015",3867.82,211.28,330900000.00
"Apr 17, 2015",3832.33,209.34,331200000.00
"Apr 16, 2015",3876.17,211.74,331200000.00
"Apr 15, 2015",3879.10,211.90,331200000.00
"Apr 14, 2015",3859.22,210.81,330400000.00
"Apr 13, 2015",3852.93,210.47,330400000.00
"Apr 10, 2015",3870.31,211.42,330450000.00
"Apr 09, 2015",3850.29,210.33,330750000.00
"Apr 08, 2015",3833.20,209.39,331050000.00
"Apr 07, 2015",3821.49,208.75,330550000.00
"Apr 06, 2015",3829.31,209.18,330250000.00
"Apr 02, 2015",3804.14,207.81,330700000.00
"Apr 01, 2015",3790.66,207.07,330700000.00
"Mar 31, 2015",3805.27,207.87,331400000.00
"Mar 30, 2015",3838.65,209.69,331050000.00
"Mar 27, 2015",3791.90,207.14,331350000.00
"Mar 26, 2015",3782.21,206.61,330900000.00
"Mar 25, 2015",3791.13,207.10,331000000.00
"Mar 24, 2015",3847.05,211.17,331250000.00
"Mar 23, 2015",3870.49,212.46,331250000.00
"Mar 20, 2015",3877.26,212.83,330600000.00
"Mar 19, 2015",3842.62,210.93,330600000.00
"Mar 18, 2015",3861.39,211.96,330600000.00
"Mar 17, 2015",3814.91,209.41,330350000.00
"Mar 16, 2015",3827.62,210.11,329600000.00
"Mar 13, 2015",3776.44,207.30,330600000.00
"Mar 12, 2015",3799.43,208.56,330900000.00
"Mar 11, 2015",3751.20,205.92,331350000.00
"Mar 10, 2015",3757.83,206.28,331450000.00
"Mar 09, 2015",3822.42,209.83,331450000.00
"Mar 06, 2015",3807.04,208.98,331800000.00
"Mar 05, 2015",3861.29,211.96,332650000.00
"Mar 04, 2015",3856.51,211.70,332650000.00
"Mar 03, 2015",3872.71,212.59,333450000.00
"Mar 02, 2015",3890.32,213.55,331600000.00
"Feb 27, 2015",3866.42,212.24,331550000.00
"Feb 26, 2015",3877.85,212.87,330600000.00
"Feb 25, 2015",3882.95,213.15,330650000.00
"Feb 24, 2015",3885.27,213.28,331100000.00
"Feb 23, 2015",3874.46,212.69,331350000.00
"Feb 20, 2015",3875.60,212.75,332900000.00
"Feb 19, 2015",3851.53,211.43,333950000.00
"Feb 18, 2015",3855.00,211.62,334050000.00
"Feb 17, 2015",3856.04,211.68,334200000.00
"Feb 13, 2015",3849.29,211.31,334700000.00
"Feb 12, 2015",3833.35,210.44,336850000.00
"Feb 11, 2015",3795.82,208.38,336850000.00
"Feb 10, 2015",3794.62,208.31,335700000.00
"Feb 09, 2015",3754.36,206.10,335800000.00
"Feb 06, 2015",3770.20,206.97,334000000.00
"Feb 05, 2015",3782.11,207.62,333650000.00
"Feb 04, 2015",3742.84,205.47,333650000.00
"Feb 03, 2015",3757.34,206.26,333750000.00
"Feb 02, 2015",3703.77,203.32,333750000.00
"Jan 30, 2015",3656.28,200.72,336300000.00
"Jan 29, 2015",3704.35,203.36,338050000.00
"Jan 28, 2015",3669.10,201.42,338050000.00
"Jan 27, 2015",3718.99,204.16,339600000.00
"Jan 26, 2015",3769.45,206.93,338900000.00
"Jan 23, 2015",3759.76,206.40,338900000.00
"Jan 22, 2015",3780.51,207.53,342300000.00
"Jan 21, 2015",3723.62,204.41,342550000.00
"Jan 20, 2015",3705.64,203.43,341750000.00
"Jan 16, 2015",3699.79,203.11,341200000.00
"Jan 15, 2015",3650.74,200.42,339900000.00
"Jan 14, 2015",3684.72,202.28,339250000.00
"Jan 13, 2015",3706.15,203.46,338050000.00
"Jan 12, 2015",3715.36,203.96,337450000.00
"Jan 09, 2015",3745.67,205.63,337500000.00
"Jan 08, 2015",3777.40,207.37,337750000.00
"Jan 07, 2015",3710.94,203.72,337750000.00
"Jan 06, 2015",3667.14,201.32,338650000.00
"Jan 05, 2015",3700.03,203.13,341850000.00
"Jan 02, 2015",3768.68,206.89,342150000.00
"Dec 31, 2014",3769.44,206.94,336750000.00
"Dec 30, 2014",3808.69,209.09,336400000.00
"Dec 29, 2014",3826.95,210.09,336600000.00
"Dec 26, 2014",3823.00,209.88,335300000.00
"Dec 24, 2014",3810.39,209.19,335050000.00
"Dec 23, 2014",3810.78,210.31,334200000.00
"Dec 22, 2014",3803.94,209.94,334050000.00
"Dec 19, 2014",3788.97,209.11,333750000.00
"Dec 18, 2014",3771.72,208.16,335150000.00
"Dec 17, 2014",3682.70,203.25,336250000.00
"Dec 16, 2014",3609.06,199.18,339400000.00
"Dec 15, 2014",3639.97,200.89,339400000.00
"Dec 12, 2014",3663.10,202.16,339900000.00
"Dec 11, 2014",3723.32,205.49,339900000.00
"Dec 10, 2014",3705.51,204.51,339550000.00
"Dec 09, 2014",3766.83,207.89,339850000.00
"Dec 08, 2014",3767.70,207.94,339950000.00
"Dec 05, 2014",3794.68,209.43,340050000.00
"Dec 04, 2014",3788.34,209.08,340050000.00
"Dec 03, 2014",3792.69,209.32,339450000.00
"Dec 02, 2014",3777.47,208.48,338050000.00
"Dec 01, 2014",3753.31,207.15,337850000.00
"Nov 28, 2014",3778.96,208.56,337850000.00
"Nov 26, 2014",3788.42,209.09,338350000.00
"Nov 25, 2014",3776.94,208.45,337550000.00
"Nov 24, 2014",3780.88,208.67,337550000.00
"Nov 21, 2014",3770.03,208.07,338550000.00
"Nov 20, 2014",3749.87,206.96,338550000.00
"Nov 19, 2014",3742.35,206.54,338450000.00
"Nov 18, 2014",3747.74,206.84,334400000.00
"Nov 17, 2014",3727.86,205.74,334400000.00
"Nov 14, 2014",3724.92,205.58,334400000.00
"Nov 13, 2014",3723.58,205.51,334400000.00
"Nov 12, 2014",3721.30,205.38,334400000.00
"Nov 11, 2014",3722.84,205.47,331450000.00
"Nov 10, 2014",3720.25,205.33,330700000.00
"Nov 07, 2014",3708.46,204.68,330700000.00
"Nov 06, 2014",3706.45,204.57,330700000.00
"Nov 05, 2014",3691.38,203.74,330400000.00
"Nov 04, 2014",3669.18,202.51,330850000.00
"Nov 03, 2014",3679.58,203.09,330850000.00
"Oct 31, 2014",3679.99,203.11,330300000.00
"Oct 30, 2014",3637.30,200.75,329800000.00
"Oct 29, 2014",3614.53,199.50,329250000.00
"Oct 28, 2014",3619.16,199.75,328550000.00
"Oct 27, 2014",3576.47,197.40,327550000.00
"Oct 24, 2014",3581.82,197.69,326450000.00
"Oct 23, 2014",3556.70,196.31,324750000.00
"Oct 22, 2014",3513.47,193.92,324750000.00
"Oct 21, 2014",3538.90,195.33,322300000.00
"Oct 20, 2014",3470.89,191.57,322150000.00
"Oct 17, 2014",3439.39,189.84,322150000.00
"Oct 16, 2014",3395.64,187.42,326300000.00
"Oct 15, 2014",3395.03,187.39,321850000.00
"Oct 14, 2014",3422.43,188.90,320600000.00
"Oct 13, 2014",3417.01,188.60,320600000.00
"Oct 10, 2014",3474.23,191.76,320600000.00
"Oct 09, 2014",3514.12,193.96,318300000.00
"Oct 08, 2014",3588.07,198.04,318300000.00
"Oct 07, 2014",3525.29,194.58,316650000.00
"Oct 06, 2014",3579.42,197.57,315800000.00
"Oct 03, 2014",3584.94,197.87,316050000.00
"Oct 02, 2014",3545.30,195.68,314200000.00
"Oct 01, 2014",3544.98,195.67,308100000.00
"Sep 30, 2014",3592.25,198.28,308250000.00
"Sep 29, 2014",3602.09,198.82,307900000.00
"Sep 26, 2014",3610.98,199.31,308200000.00
"Sep 25, 2014",3579.61,197.58,308100000.00
"Sep 24, 2014",3638.44,200.83,308100000.00
"Sep 23, 2014",3610.10,200.19,307650000.00
"Sep 22, 2014",3630.70,201.33,307150000.00
"Sep 19, 2014",3660.03,202.96,306250000.00
"Sep 18, 2014",3661.73,203.06,304200000.00
"Sep 17, 2014",3643.40,202.04,301000000.00
"Sep 16, 2014",3638.60,201.77,297400000.00
"Sep 15, 2014",3611.52,200.27,297600000.00
"Sep 12, 2014",3614.06,200.41,296500000.00
"Sep 11, 2014",3635.66,201.61,297150000.00
"Sep 10, 2014",3631.45,201.38,297150000.00
"Sep 09, 2014",3617.89,200.63,297450000.00
"Sep 08, 2014",3641.66,201.95,297700000.00
"Sep 05, 2014",3652.26,202.53,297700000.00
"Sep 04, 2014",3633.87,201.52,297700000.00
"Sep 03, 2014",3639.35,201.82,299250000.00
"Sep 02, 2014",3641.52,201.94,303250000.00
"Aug 29, 2014",3643.34,202.04,303450000.00
"Aug 28, 2014",3630.98,201.36,303450000.00
"Aug 27, 2014",3636.64,201.67,303300000.00
"Aug 26, 2014",3635.71,201.62,303600000.00
"Aug 25, 2014",3631.86,201.41,303100000.00
"Aug 22, 2014",3614.50,200.45,303100000.00
"Aug 21, 2014",3621.23,200.82,302400000.00
"Aug 20, 2014",3610.49,200.22,302400000.00
"Aug 19, 2014",3601.33,199.72,302650000.00
"Aug 18, 2014",3582.70,198.68,307800000.00
"Aug 15, 2014",3552.17,196.99,307300000.00
"Aug 14, 2014",3551.97,196.98,307300000.00
"Aug 13, 2014",3536.42,196.12,307300000.00
"Aug 12, 2014",3511.96,194.76,306450000.00
"Aug 11, 2014",3517.53,195.07,306450000.00
"Aug 08, 2014",3507.21,194.50,304950000.00
"Aug 07, 2014",3467.14,192.28,304950000.00
"Aug 06, 2014",3485.67,193.31,304950000.00
"Aug 05, 2014",3484.56,193.25,304600000.00
"Aug 04, 2014",3518.31,195.12,302750000.00
"Aug 01, 2014",3493.18,193.73,297250000.00
"Jul 31, 2014",3503.19,194.28,296900000.00
"Jul 30, 2014",3574.45,198.23,296900000.00
"Jul 29, 2014",3573.65,198.19,296900000.00
"Jul 28, 2014",3589.73,199.08,297200000.00
"Jul 25, 2014",3588.68,199.02,297100000.00
"Jul 24, 2014",3606.10,199.99,296450000.00
"Jul 23, 2014",3604.30,199.89,296450000.00
"Jul 22, 2014",3597.95,199.54,296300000.00
"Jul 21, 2014",3579.99,198.54,295750000.00
"Jul 18, 2014",3588.21,199.00,295750000.00
"Jul 17, 2014",3551.73,196.98,295750000.00
"Jul 16, 2014",3593.91,199.31,290450000.00
"Jul 15, 2014",3578.46,198.46,290450000.00
"Jul 14, 2014",3585.37,198.84,289900000.00
"Jul 11, 2014",3568.08,197.88,288900000.00
"Jul 10, 2014",3562.49,197.57,288900000.00
"Jul 09, 2014",3577.28,198.39,287100000.00
"Jul 08, 2014",3560.53,197.47,285950000.00
"Jul 07, 2014",3584.75,198.81,286750000.00
"Jul 03, 2014",3598.73,199.59,286750000.00
"Jul 02, 2014",3579.11,198.50,287550000.00
"Jul 01, 2014",3576.55,198.36,293400000.00
"Jun 30, 2014",3552.18,197.00,293200000.00
"Jun 27, 2014",3553.35,197.07,293200000.00
"Jun 26, 2014",3546.38,196.68,293200000.00
"Jun 25, 2014",3549.96,196.88,294000000.00
"Jun 24, 2014",3532.57,195.92,293800000.00
"Jun 23, 2014",3555.14,198.09,293800000.00
"Jun 20, 2014",3555.60,198.12,293050000.00
"Jun 19, 2014",3549.44,197.78,293850000.00
"Jun 18, 2014",3544.42,197.50,293750000.00
"Jun 17, 2014",3517.23,195.98,294250000.00
"Jun 16, 2014",3509.54,195.55,294250000.00
"Jun 13, 2014",3506.58,195.39,294250000.00
"Jun 12, 2014",3495.57,194.78,294000000.00
"Jun 11, 2014",3519.52,196.11,294000000.00
"Jun 10, 2014",3531.62,196.79,293200000.00
"Jun 09, 2014",3532.47,196.83,292650000.00
"Jun 06, 2014",3528.98,196.64,292650000.00
"Jun 05, 2014",3512.21,195.71,292650000.00
"Jun 04, 2014",3489.21,194.43,292650000.00
"Jun 03, 2014",3482.00,194.03,292450000.00
"Jun 02, 2014",3483.14,194.09,292950000.00
"May 30, 2014",3480.29,193.93,292950000.00
"May 29, 2014",3473.86,193.58,292700000.00
"May 28, 2014",3454.88,192.52,292700000.00
"May 27, 2014",3458.19,192.70,292050000.00
"May 23, 2014",3437.58,191.56,292050000.00
"May 22, 2014",3422.99,190.75,294000000.00
"May 21, 2014",3414.45,190.27,294400000.00
"May 20, 2014",3386.48,188.71,300800000.00
"May 19, 2014",3408.52,189.94,300800000.00
"May 16, 2014",3395.21,189.20,301400000.00
"May 15, 2014",3382.52,188.49,301400000.00
"May 14, 2014",3413.84,190.24,301400000.00
"May 13, 2014",3429.30,191.10,301400000.00
"May 12, 2014",3427.01,190.97,300050000.00
"May 09, 2014",3394.05,189.14,299750000.00
"May 08, 2014",3388.29,188.82,298900000.00
"May 07, 2014",3392.10,189.03,298450000.00
"May 06, 2014",3371.72,187.89,298200000.00
"May 05, 2014",3402.23,189.59,297900000.00
"May 02, 2014",3395.61,189.23,297900000.00
"May 01, 2014",3400.20,189.48,297900000.00
"Apr 30, 2014",3400.46,189.50,297900000.00
"Apr 29, 2014",3390.16,188.92,298100000.00
"Apr 28, 2014",3374.04,188.03,298100000.00
"Apr 25, 2014",3362.95,187.41,297850000.00
"Apr 24, 2014",3390.39,188.94,297550000.00
"Apr 23, 2014",3384.50,188.61,297300000.00
"Apr 22, 2014",3391.58,189.01,297300000.00
"Apr 21, 2014",3377.75,188.23,297300000.00
"Apr 17, 2014",3365.00,187.53,297300000.00
"Apr 16, 2014",3360.27,187.26,297300000.00
"Apr 15, 2014",3325.30,185.32,295300000.00
"Apr 14, 2014",3302.98,184.07,294850000.00
"Apr 11, 2014",3276.04,182.57,295300000.00
"Apr 10, 2014",3307.08,184.30,294750000.00
"Apr 09, 2014",3377.61,188.23,293900000.00
"Apr 08, 2014",3340.84,186.18,292400000.00
"Apr 07, 2014",3327.27,185.43,291300000.00
"Apr 04, 2014",3363.41,187.44,290850000.00
"Apr 03, 2014",3406.00,189.82,290300000.00
"Apr 02, 2014",3409.80,190.03,290750000.00
"Apr 01, 2014",3399.51,189.45,289000000.00
"Mar 31, 2014",3375.51,188.12,286600000.00
"Mar 28, 2014",3348.83,186.63,286600000.00
"Mar 27, 2014",3333.23,185.76,286800000.00
"Mar 26, 2014",3339.00,186.09,285800000.00
"Mar 25, 2014",3362.44,187.39,285250000.00
"Mar 24, 2014",3347.36,187.38,284100000.00
"Mar 21, 2014",3363.72,188.29,284200000.00
"Mar 20, 2014",3373.60,188.85,284750000.00
"Mar 19, 2014",3353.29,187.71,284000000.00
"Mar 18, 2014",3373.98,188.87,284000000.00
"Mar 17, 2014",3349.71,187.51,283950000.00
"Mar 14, 2014",3317.81,185.73,283950000.00
"Mar 13, 2014",3327.11,186.25,283950000.00
"Mar 12, 2014",3366.07,188.43,284200000.00
"Mar 11, 2014",3364.17,188.32,283700000.00
"Mar 10, 2014",3381.22,189.28,283250000.00
"Mar 07, 2014",3382.57,189.35,282550000.00
"Mar 06, 2014",3380.49,189.24,282550000.00
"Mar 05, 2014",3374.10,188.88,280700000.00
"Mar 04, 2014",3373.64,188.85,266350000.00
"Mar 03, 2014",3322.85,186.01,266350000.00
"Feb 28, 2014",3347.38,187.39,266900000.00
"Feb 27, 2014",3338.05,186.87,266900000.00
"Feb 26, 2014",3321.15,185.92,267500000.00
"Feb 25, 2014",3320.43,185.88,267050000.00
"Feb 24, 2014",3324.84,186.13,267050000.00
"Feb 21, 2014",3304.36,184.98,267100000.00
"Feb 20, 2014",3310.27,185.31,267100000.00
"Feb 19, 2014",3289.83,184.17,267100000.00
"Feb 18, 2014",3311.27,185.37,267500000.00
"Feb 14, 2014",3306.92,185.13,267500000.00
"Feb 13, 2014",3290.82,184.23,265700000.00
"Feb 12, 2014",3271.47,183.14,264650000.00
"Feb 11, 2014",3270.74,183.10,264750000.00
"Feb 10, 2014",3234.79,181.09,264750000.00
"Feb 07, 2014",3229.64,180.80,264450000.00
"Feb 06, 2014",3187.25,178.43,264100000.00
"Feb 05, 2014",3146.49,176.15,264300000.00
"Feb 04, 2014",3151.94,176.45,268500000.00
"Feb 03, 2014",3127.87,175.11,282600000.00
"Jan 31, 2014",3200.95,179.20,282600000.00
"Jan 30, 2014",3221.78,180.36,283600000.00
"Jan 29, 2014",3185.70,178.35,284700000.00
"Jan 28, 2014",3218.21,180.16,284800000.00
"Jan 27, 2014",3198.57,179.07,286150000.00
"Jan 24, 2014",3214.13,179.94,287300000.00
"Jan 23, 2014",3282.64,183.77,288100000.00
"Jan 22, 2014",3312.04,185.42,288250000.00
"Jan 21, 2014",3309.74,185.29,288250000.00
"Jan 17, 2014",3300.51,184.77,288250000.00
"Jan 16, 2014",3313.36,185.49,289550000.00
"Jan 15, 2014",3317.75,185.74,289550000.00
"Jan 14, 2014",3300.61,184.78,290400000.00
"Jan 13, 2014",3265.27,182.80,288850000.00
"Jan 10, 2014",3306.49,185.11,288850000.00
"Jan 09, 2014",3298.87,184.69,287900000.00
"Jan 08, 2014",3297.74,184.62,287900000.00
"Jan 07, 2014",3297.45,184.61,287750000.00
"Jan 06, 2014",3277.48,183.49,288300000.00
"Jan 03, 2014",3285.68,183.95,288850000.00
"Jan 02, 2014",3286.69,184.00,289350000.00
"Dec 31, 2013",3315.59,185.62,289300000.00
"Dec 30, 2013",3302.30,184.88,299300000.00
"Dec 27, 2013",3302.66,184.90,295900000.00
"Dec 26, 2013",3303.15,184.93,290650000.00
"Dec 24, 2013",3287.55,184.06,289050000.00
"Dec 23, 2013",3277.62,183.50,285250000.00
"Dec 20, 2013",3259.79,183.46,283050000.00
"Dec 19, 2013",3244.15,182.58,283250000.00
"Dec 18, 2013",3245.59,182.66,283000000.00
"Dec 17, 2013",3192.33,179.66,281000000.00
"Dec 16, 2013",3202.22,180.22,281650000.00
"Dec 13, 2013",3182.07,179.08,281900000.00
"Dec 12, 2013",3182.33,179.10,282400000.00
"Dec 11, 2013",3193.52,179.73,282300000.00
"Dec 10, 2013",3229.72,181.77,282100000.00
"Dec 09, 2013",3239.99,182.34,280650000.00
"Dec 06, 2013",3233.99,182.01,279750000.00
"Dec 05, 2013",3197.76,179.97,282550000.00
"Dec 04, 2013",3211.59,180.75,282550000.00
"Dec 03, 2013",3214.95,180.94,282800000.00
"Dec 02, 2013",3225.06,181.51,283300000.00
"Nov 29, 2013",3233.72,181.99,283300000.00
"Nov 27, 2013",3236.14,182.13,283800000.00
"Nov 26, 2013",3227.36,181.64,283800000.00
"Nov 25, 2013",3226.53,181.59,284500000.00
"Nov 22, 2013",3230.54,181.82,285550000.00
"Nov 21, 2013",3214.16,180.90,285550000.00
"Nov 20, 2013",3188.04,179.43,284650000.00
"Nov 19, 2013",3199.51,180.07,284650000.00
"Nov 18, 2013",3205.46,180.41,284000000.00
"Nov 15, 2013",3217.20,181.07,283850000.00
"Nov 14, 2013",3203.65,180.31,283850000.00
"Nov 13, 2013",3187.64,179.41,283850000.00
